index,state,year,name,type,city,county,district,enroll,mmr,overall,xrel,xmed,xper
237,Michigan,2018-19,Martin Luther King Elem.,,,Washtenaw,Ann Arbor Public Schools,98.0,-1.0,98.0,,,
508,Illinois,2018-19,Crestwood Elementary,,Paris,Edgar,,337.0,99.70326409,-1.0,0.3,,
846,Florida,2018-19,Palm Bay Elementary,,,,Bay,65.0,-1.0,95.38,,,
144,Iowa,2018-19,Colo-Nesco Elementary Learning Center,,,Story,,124.0,-1.0,98.4,,,
770,Colorado,2017-18,Renaissance Secondary,Kindergarten,,Douglas,Brighton School District,341.0,96.19,92.38,,0.29,3.52
1262,Michigan,2018-19,Frank E. Bartlett,,,Oakland,South Lyon Community Schools,94.0,-1.0,91.5,,5.3,
1094,Minnesota,2017-18,Hill City Elementary,,,Aitkin,,19.0,47.37,-1.0,,,
855,Massachusetts,2018-19,Bancroft,Private,Worcester,Worcester,,,-1.0,-1.0,,,
1163,Illinois,2018-19,Holy Family,,Rockford,Winnebago,,360.0,98.88888889,-1.0,0.83,0.28,
733,California,2018-19,Megan Cope Elementary,Public,San Jacinto,Riverside,,177.0,99.0,98.0,,1.0,
5670,California,2018-19,Boulder Creek Elementary,Public,Redding,Shasta,,104.0,94.0,92.0,,3.0,
748,Ohio,2018-19,North Union Elementary,Public,Richwood,Union,,105.0,96.19,94.29,,0.95,
1407,Washington,,Child Development Program Wsu Vancouver,,Vancouver,Clark,,,-1.0,-1.0,,,
548,New Jersey,,Saint Joseph's Grade,,,Hudson,,20.0,-1.0,100.0,,,
69,Arkansas,2018-19,Pangburn Elementary,,Pangburn,,,443.0,87.81039,-1.0,,,
1394,New York,2017-18,School 15 Children's School Of Rochester (The),Public,Rochester,Monroe,,,99.4,-1.0,,,
7038,California,2018-19,Guajome Learning Center,Public,Vista,San Diego,,7.0,-1.0,-1.0,,,
3085,California,2018-19,Saint Francis Xavier,Private,Burbank,Los Angeles,,56.0,98.0,98.0,,2.0,
1156,Arizona,2018-19,Faith Community Academy,Private,Tucson,Pima,,,-1.0,-1.0,,,
6047,California,2018-19,Russell Ranch Elementary,Public,Folsom,Sacramento,,90.0,91.0,91.0,,3.0,
1547,California,2018-19,Charles Helmers Elementary,Public,Valencia,Los Angeles,,122.0,98.0,98.0,,2.0,
227,Vermont,2018-19,The Sharon Academy,,,Windsor,,146.0,95.20547945,93.83561644,,,
3420,New York,2017-18,Uta-Boys And Girls,Private,Monsey,Rockland,,,75.4,-1.0,6.15,0.06,
2786,California,2018-19,Olivelands Elementary,Public,Santa Paula,Ventura,,55.0,98.0,98.0,,2.0,
799,Virginia,2018-19,R. O. Nelson Elementary,,,Newport News City,Peninsula,82.0,-1.0,95.1,2.44,2.44,
3564,California,2018-19,William Kaseberg Elementary,Public,Roseville,Placer,,70.0,98.0,94.0,,1.0,
698,New Jersey,,Winslow Township 2,,,Camden,,65.0,-1.0,100.0,,,
5161,California,2018-19,Queen Of Apostles,Private,San Jose,Santa Clara,,27.0,95.0,95.0,,5.0,
1774,California,2018-19,Elizabeth Learning Center,Public,Cudahy,Los Angeles,,79.0,98.0,98.0,,2.0,
1108,Massachusetts,2018-19,May Center For Child Development,Private,West Springfield,Hampden,,,-1.0,-1.0,,,
160,Texas,2018-19,Primrose School Of Las Colinas,,,Dallas,,,100.0,-1.0,,,
4234,California,2018-19,Meadows Avenue Elementary,Public,Manhattan Beach,Los Angeles,,71.0,96.0,96.0,,4.0,
1896,Michigan,2018-19,State Line Christian,,,Monroe,Bedford Public Schools,23.0,-1.0,47.8,,47.8,
98,New York,2017-18,Center Road Christian Academy,Private,West Seneca,Erie,,,100.0,-1.0,,,
5283,California,2018-19,Shasta Meadows Elementary,Public,Redding,Shasta,,66.0,95.0,95.0,,2.0,
1435,New York,2017-18,Burns Avenue,Public,Hicksville,Nassau,,,99.3,-1.0,0.36,,
973,Tennessee,2018-19,Lowrance Elementary/Middle ,,,Shelby ,,89.0,-1.0,84.3,,,
2165,Illinois,2018-19,Blackstone Elementary,,Mendota,La Salle,,216.0,97.68518519,-1.0,0.46,,
1594,North Carolina,2018-19,Manchester Elementary,,,Cumberland,,79.0,-1.0,91.1,,,
2934,California,2018-19,Puente Charter,Public,Los Angeles,Los Angeles,,62.0,98.0,98.0,,2.0,
1456,North Carolina,2018-19,New Hope Elementary,,,Vance,,23.0,-1.0,95.7,,,
908,Massachusetts,2018-19,Childrens Castle Inc,Private,West Newbury,Essex,,,-1.0,-1.0,,,
2820,New York,2017-18,North Collins Elementary,Public,North Collins,Erie,,,96.8,-1.0,3.25,,
1075,Arizona,2018-19,Academy Adventures Midtown,Charter,Tucson,Pima,,,-1.0,-1.0,,,
188,New Jersey,,First Avenue,,,Essex,,111.0,-1.0,100.0,,,
691,Arizona,2018-19,Round Valley Intermediate,Public,Eagar,Apache,,125.0,92.8,-1.0,,,4.8
944,Pennsylvania,2017,South Side Elementary,,Harrisburg,,,116.0,97.4,-1.0,,,
1084,Michigan,2018-19,Hudsonville Early Childhood Ctr PreK,,,Ottawa,Hudsonville Public School District,55.0,-1.0,92.7,,7.3,
992,Ohio,2018-19,Slate Hill Elementary,Public,Worthington,Franklin,,75.0,94.67,93.33,,4.0,
2255,New York,2017-18,St Marys School For The Deaf,Private,Buffalo,Erie,,,98.5,-1.0,,,
350,Washington,,Sunnyslope Elementary,,Port Orchard,Kitsap,,,96.15,93.27,,,1.92
7454,California,2018-19,Northern United Charter Schools,Public,Mt Shasta,Siskiyou,,4.0,-1.0,-1.0,,,
2701,California,2018-19,Myra Linn Elementary,Public,Riverside,Riverside,,73.0,98.0,97.0,,,
7572,California,2018-19,Plainsburg Union Elementary,Public,Merced,Merced,,16.0,-1.0,-1.0,,,
573,Minnesota,2017-18,Kenny Elementary,,,Hennepin,,79.0,93.67,-1.0,,,
114,Idaho,2018-19,Stephensen Elementary,,MOUNTAIN HOME AFB,Elmore,Mountain Home,,-1.0,92.5,1.25,6.25,
1553,New Jersey,,Shaler Academy,,,Bergen,,109.0,-1.0,93.6,2.8,1.8,
38,Utah,2017-18,Adams Elementary-Logan,Public,Logan,Cache,,352.0,99.72,-1.0,,,0.28
79,Montana,2017-18,Browning Elementary,,,Glacier,,324.0,99.38,-1.0,,,
1128,Florida,2018-19,Pine Grove Elementary,,,,Palm Beach,70.0,-1.0,94.29,,,
425,Montana,2017-18,Cardwell,,,Jefferson,,46.0,76.09,-1.0,,,
854,Tennessee,2018-19,Boyds Creek Elementary,,,Sevier ,,57.0,-1.0,91.2,5.3,1.8,
221,Maine,2018-19,Ridge View Community,,,Penobscot,,59.0,93.22,-1.0,,1.69,5.08
2136,New York,2017-18,Lee Road,Public,Wantagh,Nassau,,,98.6,-1.0,0.69,0.69,
426,Idaho,2018-19,Community School - Elementary,,Sun Valley,Blaine,Private,,-1.0,60.0,,,
2,California,2018-19,Abraham Lincoln Elementary,Public,Santa Ana,Orange,,135.0,99.0,99.0,,1.0,
32,Oklahoma,,Heavener Elementary,,Heavener,Le Flore,,,-1.0,100.0,,,
1684,North Carolina,2018-19,Summersil l  Elementary,,,Onslow,,100.0,-1.0,82.0,1.0,,
442,Oklahoma,,Mayo Demonstration Elementary,,Tulsa,Tulsa,,,-1.0,93.0,,5.0,
5663,California,2018-19,Arena Elementary,Public,Point Arena,Mendocino,,35.0,94.0,94.0,,,
1083,Florida,2018-19,Van E. Blanton Elementary,,,,Dade,91.0,-1.0,94.51,1.098901099,,
442,Colorado,2017-18,Riffenburgh Elementary,Kindergarten,,Larimer,Poudre R-1,94.0,100.0,92.55,,,5.32
3316,California,2018-19,Tarbut V Torah Community Day,Private,Irvine,Orange,,62.0,98.0,98.0,,2.0,
7748,California,2018-19,Spencer Valley Elementary,Public,Santa Ysabel,San Diego,,12.0,-1.0,-1.0,,,
1954,California,2018-19,Gibson Elementary,Public,Woodland,Yolo,,83.0,98.0,98.0,,2.0,
7387,California,2018-19,Montys Montessori Academy Of Calimesa,Private,Calimesa,Riverside,,8.0,-1.0,-1.0,,,
1461,Virginia,2018-19,The Academy at Lee Hall,,,Newport News City,Peninsula,,-1.0,-1.0,,,
1016,Michigan,2018-19,Meridian Elementary,,,Midland,Meridian Public Schools,102.0,-1.0,93.1,,4.9,
1097,Illinois,2018-19,C B Smith Elementary,,Pekin,Tazewell,,289.0,98.96193772,-1.0,,,
127,New York,2017-18,Congregation Oorah/Jewish Little Star Preschool,Private,Staten Island,Richmond,,,100.0,-1.0,,,
312,Virginia,2018-19,Thomas Jefferson Elementary,,,Louisa,Thomas Jefferson,85.0,-1.0,100.0,,,
1855,Michigan,2018-19,St. Peters Lutheran,,,Macomb,Richmond Community Schools,12.0,-1.0,75.0,,16.7,
1293,New York,2017-18,Armor Elementary,Public,Hamburg,Erie,,,99.4,-1.0,0.28,,
876,Oklahoma,,Kildare,,Ponca City,Kay,,,-1.0,-1.0,,,
2126,Florida,2018-19,Dr. Frederica S. Wilson/Skyway Elementary,,,,Dade,33.0,-1.0,81.82,,,
1757,Ohio,2018-19,George Washington Carver,Public,Cleveland,Cuyahoga,,51.0,78.43,70.59,,,
330,Missouri,2018-19,Lighthouse Preparatory Academy,,Jefferson City,,,,89.7,-1.0,,,
6198,California,2018-19,St. Alphonsus,Private,Los Angeles,Los Angeles,,25.0,88.0,80.0,,4.0,
302,New Jersey,,KinderCare - South Brunswick,,,Middlesex,,15.0,-1.0,100.0,,,
320,Utah,2017-18,Freedom Elementary,Public,Hooper,Weber,,864.0,96.06,-1.0,,0.12,3.24
334,Iowa,2018-19,Edward White Elementary,,,Scott,,523.0,-1.0,97.3,,,
3064,New York,2017-18,Shelter Island,Public,Shelter Island,Suffolk,,,94.6,-1.0,4.93,,
701,Florida,2018-19,Miramar Elementary,,,,Broward,99.0,-1.0,95.96,3.03030303,,
335,Ohio,2018-19,Brunswick Memorial Elementary,Public,Brunswick,Medina,,67.0,98.51,98.51,,1.49,
1824,Florida,2018-19,Sandy Lane Elementary,,,,Pinellas,60.0,-1.0,90.0,3.333333333,,
7303,California,2018-19,Mattole Elementary,Public,Petrolia,Humboldt,,5.0,-1.0,-1.0,,,
7527,California,2018-19,Pacific Rim International,Private,San Mateo,San Mateo,,5.0,-1.0,-1.0,,,
308,Utah,2017-18,Ensign Elementary,Public,Salt Lake City,Salt Lake,,292.0,96.23,-1.0,,,3.77
195,Illinois,2018-19,Lasting Impressions Visions,,,,,20.0,100.0,-1.0,,,
1501,New York,2017-18,Plank Road South Elementary,Public,Webster,Monroe,,,99.3,-1.0,0.34,,
302,Maine,2018-19,Hbemery Jr. Elementary,,,York,,46.0,86.96,-1.0,,,13.04
1029,Wisconsin,2018-19,Westlawn Elementary,,Cedarburg,Ozaukee,,,-1.0,84.0,5.0,,14.0
6948,California,2018-19,First Lutheran,Private,Glendale,Los Angeles,,,-1.0,-1.0,,,
280,Massachusetts,2018-19,Union Hill,Public,Worcester,Worcester,,,100.0,-1.0,,,
3265,California,2018-19,Studebaker Elementary,Public,Norwalk,Los Angeles,,93.0,98.0,98.0,,2.0,
617,Pennsylvania,2017,Oakview Elementary,,Stoneboro,,,70.0,98.6,-1.0,,,
1504,Washington,,Orchard Heights Elementary,,Port Orchard,Kitsap,,,-1.0,-1.0,,,
3083,Illinois,2018-19,Christian S.T.E.M. Scholars Acad,,Chicago,Cook,,41.0,95.12195122,-1.0,4.88,,
287,Texas,2018-19,St. Michael's Catholic School - Cuero,,,Dewitt,,,100.0,-1.0,,,
1248,Massachusetts,2018-19,St Agnes Academy,Private,Dalton,Berkshire,,,-1.0,-1.0,,,
467,Texas,2018-19,Galloway,,,Galveston,,,95.24,-1.0,,,
4546,California,2018-19,Christopher Elementary,Public,San Jose,Santa Clara,,46.0,95.0,95.0,,5.0,
281,New York,2017-18,J E Lanigan,Public,Fulton,Oswego,,,100.0,-1.0,,,
1255,Massachusetts,2018-19,St Bernard Elementary,Private,Fitchburg,Worcester,,,-1.0,-1.0,,,
586,Virginia,2018-19,Calvary Road Christian School,,,Fairfax,Fairfax,32.0,-1.0,96.9,3.13,,
555,Massachusetts,2018-19,Bancroft Elementary,Public,Andover,Essex,,,97.0,-1.0,,3.5,
224,South Dakota,2017-18,Wagner Primary,,,Charles Mix,,86.0,97.67,-1.0,,,
2053,Illinois,2018-19,Locke  J Elementary,,Chicago,Cook,,1243.0,97.82783588,-1.0,0.08,,
1505,Washington,,Our Lady Of The Lake,,Seattle,King,,,-1.0,-1.0,,,
1000,Michigan,2018-19,North Ohio Elementary,,,Otsego,Gaylord Community Schools,103.0,-1.0,93.2,,5.8,
1747,New Jersey,,John A. Forrest Elementary,,,Bergen,,47.0,-1.0,89.4,8.5,,
2866,New York,2017-18,Paul J Bellew Elementary,Public,West Islip,Suffolk,,,96.5,-1.0,3.54,,
3495,Illinois,2018-19,Resurrection Lutheran,,Aurora,Kane,,57.0,84.21052632,-1.0,10.53,,
1953,New York,2017-18,Gowanda Elementary,Public,Gowanda,Cattaraugus,,,98.8,-1.0,0.24,0.47,
320,Wisconsin,2018-19,Yahara Elementary,,De Forest,Dane,,,-1.0,95.0,5.0,,5.0
67,Connecticut,2017-18,Hopewell,Public,Glastonbury,Hartford,,,100.0,-1.0,,,
108,California,2018-19,Bruce Robert Elementary,Public,Santa Maria,Santa Barbara,,187.0,99.0,99.0,,1.0,
7427,California,2018-19,New Harvest Christian,Private,Modesto,Stanislaus,,2.0,-1.0,-1.0,,,
182,Maine,2018-19,Helen Thompson Elementary,,,Kennebec,,37.0,94.59,-1.0,,,8.11
1158,Ohio,2018-19,Hampton Bennett Early Childhood Center,Public,Franklin,Warren,,194.0,93.3,91.24,,4.64,
3388,Illinois,2018-19,Montessori Childrens House,,Springfield,Sangamon,,56.0,91.07142857,-1.0,1.79,,
587,Wisconsin,2018-19,Elvehjem Elementary,,Madison,Dane,,,-1.0,91.0,5.0,,5.0
3529,California,2018-19,Westfield Elementary,Public,Porterville,Tulare,,89.0,98.0,98.0,,2.0,
7170,California,2018-19,Junction Elementary,Public,Somes Bar,Siskiyou,,2.0,-1.0,-1.0,,,
60,Illinois,2018-19,Center for Academics and Technolo,,Calumet City,Cook,,123.0,100.0,-1.0,,,
2891,California,2018-19,Planz Elementary,Public,Bakersfield,Kern,,153.0,98.0,95.0,,,
1928,Illinois,2018-19,Columbia Central,,Steger,Cook,,652.0,98.00613497,-1.0,1.23,0.61,
4629,California,2018-19,El Nido Elementary,Public,El Nido,Merced,,25.0,95.0,95.0,,5.0,
710,Ohio,2018-19,Market Street Elementary,Public,Youngstown,Mahoning,,84.0,96.43,94.05,,1.19,
114,Vermont,2018-19,Crossett Brook Middle Union,,,Washington,,287.0,98.25783972,96.8641115,,,
90,North Dakota,2017-18,Beulah Elementary,,Beulah,Mercer,,54.0,98.15,-1.0,,,3.703703704
1298,Arizona,2018-19,Sharp,Public,Mesa,Maricopa,,,-1.0,-1.0,,,
514,Montana,2017-18,Lisa Fletes Preschool,,,McCone,,,-1.0,-1.0,,,
1107,Pennsylvania,2017,Catharine Joseph,,Philadelphia,,,88.0,96.6,-1.0,,,
533,Tennessee,2018-19,Stigall Primary,,,Gibson ,,110.0,-1.0,95.5,1.8,,
65,Massachusetts,2018-19,Downey,Public,Westwood,Norfolk,,,100.0,-1.0,,,
3147,Illinois,2018-19,Lorenzo R Smith Elementary,,Pembroke Township,Kankakee,,209.0,94.73684211,-1.0,2.39,,
1747,Florida,2018-19,Springwood Elementary,,,,Leon,75.0,-1.0,90.67,1.333333333,2.666666667,
770,Iowa,2018-19,St Patrick,,,Allamakee,,169.0,-1.0,79.9,,,
830,Tennessee,2018-19,Short Mountain Elementary,,,Cannon ,,12.0,-1.0,91.7,,,
3123,California,2018-19,Savannah Elementary,Public,Rosemead,Los Angeles,,91.0,98.0,98.0,,2.0,
840,Illinois,2018-19,Ashley Com Consolidated,,Ashley,Washington,,136.0,99.26470588,-1.0,,,
121,Oklahoma,,Liberty Elementary,,Sallisaw,Sequoyah,,,-1.0,99.0,,1.0,
219,Oklahoma,,Fletcher Elementary,,Fletcher,Comanche,,,-1.0,97.0,,3.0,
1518,Washington,,Riverday,,Spokane,Spokane,,,-1.0,-1.0,,,
624,Minnesota,2017-18,Crestview Elementary,,,Washington,,55.0,92.73,-1.0,,,3.64
586,New York,2017-18,St Aidan School-Upper Division & West Campus,Private,Williston Park,Nassau,,,100.0,-1.0,,,
2189,Illinois,2018-19,Haines Elementary,,New Lenox,Will,,383.0,97.65013055,-1.0,2.35,,
2535,California,2018-19,Margaret Heath Elementary,Public,Baldwin Park,Los Angeles,,85.0,98.0,95.0,,,
340,Wisconsin,2018-19,Glacier Edge Elementary,,Verona,Dane,,,-1.0,94.0,5.0,,5.0
1208,Virginia,2018-19,J. Blaine Blayton Elementary,,,Williamsburg City,Peninsula,64.0,-1.0,87.5,6.25,3.13,
377,Texas,2018-19,Harmony School Of Science - Houston,,,Harris,,,98.27,-1.0,,,
1181,Massachusetts,2018-19,Paul Revere,Public,Revere,Suffolk,,,-1.0,-1.0,,,
798,Washington,,Adams Elementary,,Seattle,King,,,90.59,88.24,,,1.18
237,Washington,,Harbor Heights Elementary,,Gig Harbor,Pierce,,,97.67,96.51,1.16,,1.16
141,Idaho,2018-19,Cynthia Mann Elementary,,Boise,Ada,Boise,,-1.0,91.11111111,4.444444444,,
1151,Washington,,Licton Springs K-8,,Seattle,King,,,80.65,70.97,,,
1077,Minnesota,2017-18,St Mark's Lutheran,,,Beltrami,,5.0,60.0,-1.0,,,20.0
239,Idaho,2018-19,Edahow Elementary,,Pocatello,Bannock,Pocatello,,-1.0,86.53846154,1.923076923,,
1426,Illinois,2018-19,East Side Elementary,,Mc Leansboro,Hamilton,,429.0,98.6013986,-1.0,0.93,,
4315,California,2018-19,South Oceanside Elementary,Public,Oceanside,San Diego,,104.0,96.0,95.0,,1.0,
11,Utah,2017-18,Granger Elementary,Public,West Valley City,Salt Lake,,829.0,100.0,-1.0,,,
1604,Illinois,2018-19,Half Day,,Lincolnshire,Lake,,628.0,98.40764331,-1.0,1.59,,
598,Utah,2017-18,Big Water,Public,Big Water,Kane,,29.0,68.97,-1.0,,,31.03
7747,California,2018-19,Spectrumcenter Schools Downey,Private,Bellflower,Los Angeles,,1.0,-1.0,-1.0,,,
4402,California,2018-19,Antioch Charter Academy Ii,Public,Antioch,Contra Costa,,32.0,95.0,95.0,,5.0,
73,Virginia,2018-19,Echo Lake Elementary,,,Henrico,Henrico,81.0,-1.0,100.0,,,
2850,Illinois,2018-19,A Village Green Montessori,,Libertyville,Lake,,104.0,96.15384615,-1.0,2.88,0.96,
168,North Dakota,2017-18,Willow Park Elementary,,West Fargo,Cass,,105.0,93.33,-1.0,,,1.904761905
753,Iowa,2018-19,Westwood Elementary,,,Woodbury,,409.0,-1.0,87.3,,,
6887,California,2018-19,Dry Creek Academy,Private,Hanford,Kings,,,-1.0,-1.0,,,
2096,New Jersey,,New of Monmouth County,,,Monmouth,,,-1.0,-1.0,,,
2059,Illinois,2018-19,Sor Juana Ines de la Cruz,,Chicago,Cook,,92.0,97.82608696,-1.0,,,
965,California,2018-19,San Jose Street Elementary,Public,Mission Hills,Los Angeles,,132.0,99.0,99.0,,1.0,
1856,New Jersey,,Cheder Menachem,,,Middlesex,,6.0,-1.0,83.3,16.7,,
11,Massachusetts,2018-19,Arthur D Healey,Public,Somerville,Middlesex,,,100.0,-1.0,,,
545,Montana,2017-18,S H,,,Custer,,,-1.0,-1.0,,,
481,Minnesota,2017-18,Reede Gray Elementary,,,Redwood,,82.0,95.12,-1.0,,,2.44
2489,Illinois,2018-19,Prairie Children Preschool,,Aurora,Dupage,,658.0,97.11246201,-1.0,1.67,0.15,
1792,Illinois,2018-19,St Mary of the Annunciation,,Mundelein,Lake,,109.0,98.16513761,-1.0,0.92,0.92,
1144,New Jersey,,Fort Lee 3,,,Bergen,,102.0,-1.0,97.1,2.0,1.0,
716,Tennessee,2018-19,Westwood Elementary,,,Williamson ,,79.0,-1.0,93.7,3.8,,
1131,Pennsylvania,2017,Clear Run Elementary Center,,Tobyhanna,,,259.0,96.5,-1.0,,,
9,Vermont,2018-19,Christ Covenant,,,Washington,,84.0,100.0,98.80952381,,,
889,Washington,,Marysville Coop Program,,Marysville,Snohomish,,,89.13,84.78,,,10.87
1239,Minnesota,2017-18,Rothsay Public Schools,,,Wilkin,,,-1.0,-1.0,,,
1401,Ohio,2018-19,Citizens Academy East,Public,Cleveland,Cuyahoga,,72.0,90.28,90.28,,,
386,Utah,2017-18,Garland Elementary,Public,Garland,Box Elder,,779.0,95.38,-1.0,,,4.49
616,Connecticut,2017-18,Hooker,Public,Bridgeport,Fairfield,,,-1.0,-1.0,,,
177,California,2018-19,Challenger School Berryessa,Private,San Jose,Santa Clara,,128.0,99.0,99.0,,1.0,
148,Missouri,2018-19,St Denis,,Benton,,,,98.0,-1.0,,,
1408,Illinois,2018-19,Burr Oak Academy,,Calumet Park,Cook,,362.0,98.61878453,-1.0,0.28,,
375,Ohio,2018-19,Lagonda Elementary,Public,Springfield,Clark,,58.0,98.28,96.55,,1.72,
213,Iowa,2018-19,Perkins Elementary,,,Polk,,456.0,-1.0,98.0,,,
328,Illinois,2018-19,South Side Christian Academy,,Peoria,Peoria,,37.0,100.0,-1.0,,,
354,Iowa,2018-19,Durant Elementary,,,Cedar,,216.0,-1.0,97.2,,,
9,Texas,2018-19,Assumption Catholic,,,Harris,,,100.0,-1.0,,,
952,Florida,2018-19,Rufus E. Payne Elementary,,,,Duval,40.0,-1.0,95.0,2.5,,
1171,Washington,,Twin City Elementary,,Stanwood,Snohomish,,,79.49,69.23,,,7.69
7111,California,2018-19,Hope Lutheran Elementary,Private,Glendora,Los Angeles,,9.0,-1.0,-1.0,,,
1085,Florida,2018-19,Bennett C Russell Elementary,,,,Santa Rosa,127.0,-1.0,94.49,1.57480315,,
24,Oregon,2018-19,Lincoln Elementary,,,Marion,,96.0,99.13669065,98.56115108,,,0.287769784
1412,Pennsylvania,2017,Springfield Elementary,,East Springfield,,,34.0,94.1,-1.0,,,
75,Iowa,2018-19,Liberty Elementary,,,Woodbury,,725.0,-1.0,99.0,,,
1673,Illinois,2018-19,King Academy of Social Justice,,Chicago,Cook,,236.0,98.30508475,-1.0,1.27,,
944,California,2018-19,Ronald Reagan Elementary,Public,Bakersfield,Kern,,140.0,99.0,98.0,,,
1509,Pennsylvania,2017,Verner Elementary,,Verona,,,25.0,92.0,-1.0,,,
2438,California,2018-19,Locust Elementary,Public,Fontana,San Bernardino,,56.0,98.0,98.0,,2.0,
420,Ohio,2018-19,St Mary,Private,Delaware,Delaware,,49.0,97.96,97.96,,2.04,
1713,Florida,2018-19,Longleaf Elementary,,,,Escambia,77.0,-1.0,90.91,5.194805195,,
402,New Jersey,,New Horizons Montessori of Princeton Junction,,,Mercer,,8.0,-1.0,100.0,,,
4239,California,2018-19,Monterey Road Elementary,Public,Atascadero,San Luis Obispo,,56.0,96.0,96.0,,4.0,
786,Wisconsin,2018-19,Walworth Elementary,,Walworth,Walworth,,,-1.0,89.0,5.0,,8.0
874,Wisconsin,2018-19,Clarendon Avenue Elementary,,Mukwonago,Waukesha,,,-1.0,87.0,5.0,,8.0
183,Illinois,2018-19,Kell Grade,,Kell,Marion,,95.0,100.0,-1.0,,,
1720,Ohio,2018-19,Akiva Academy,Private,Youngstown,Mahoning,,21.0,80.95,80.95,,,
521,Oklahoma,,Preston Public,,Preston,Okmulgee,,,-1.0,91.0,,2.0,
507,Pennsylvania,2017,Edgewood Elementary,,Pittsburgh,,,97.0,99.0,-1.0,,,
152,Iowa,2018-19,J C Hoglan Elementary,,,Marshall,,376.0,-1.0,98.4,,,
2777,New York,2017-18,Cathedral School (The),Private,New York,New York,,,97.0,-1.0,,,
749,New York,2017-18,West Sayville Christian,Private,W Sayville,Suffolk,,,100.0,-1.0,3.33,,
571,Pennsylvania,2017,Asbury Elementary,,Fairview,,,75.0,98.7,-1.0,,,
1516,California,2018-19,Central Valley Christian School Society,Private,Visalia,Tulare,,63.0,98.0,98.0,,2.0,
725,Virginia,2018-19,Middletown Elementary,,,Frederick,Lord Fairfax,95.0,-1.0,95.8,2.11,2.11,
577,Arizona,2018-19,Lake Valley Elementary,Public,Prescott Valley,Yavapai,,54.0,94.44,-1.0,,,3.7
1268,North Carolina,2018-19,Western Union Elementary,,,Union,,83.0,-1.0,97.6,2.4,,
583,Illinois,2018-19,Pleasant Hill Elementary,,Peoria,Peoria,,241.0,99.58506224,-1.0,,,
68,Arizona,2018-19,Laura N. Banks Elementary,Public,Tucson,Pima,,40.0,100.0,-1.0,,,
444,North Carolina,2018-19,Julius I. Foust Elementary,,,Guilford,,52.0,-1.0,100.0,1.9,,
6320,California,2018-19,Valley View Elementary,Public,Los Angeles,Los Angeles,,49.0,82.0,80.0,,2.0,
812,Washington,,College Place Elementary,,Lynnwood,Snohomish,,,90.41,80.82,,1.37,
118,Vermont,2018-19,St. Albans City,,,Franklin,,714.0,98.17927171,95.79831933,,,
1863,Illinois,2018-19,Grant Park Elementary,,Grant Park,Kankakee,,313.0,98.08306709,-1.0,1.6,,
404,New York,2017-18,New Life Christian,Private,Olean,Cattaraugus,,,100.0,-1.0,,,
1054,North Carolina,2018-19,Warsaw Elementary,,,Duplin,,90.0,-1.0,98.9,,,
2646,Illinois,2018-19,A-C Central Elementary,,Chandlerville,Cass,,31.0,96.77419355,-1.0,,,
738,New Jersey,,Juan Pablo Durte-Jose Julian Marti 28,,,Union,,107.0,-1.0,99.1,0.9,,
972,Michigan,2018-19,Merrill Park Elementary,,,Saginaw,Saginaw City School District,61.0,-1.0,93.4,,,
5075,California,2018-19,Our Lady Of Grace,Private,Castro Valley,Alameda,,32.0,95.0,95.0,,5.0,
504,New York,2017-18,Ridgeway Nrsy School & Kindergarten,Private,White Plains,Westchester,,,100.0,-1.0,,,
558,Ohio,2018-19,Maysville Elementary,Public,Zanesville,Muskingum,,151.0,97.35,97.35,,0.66,
229,Connecticut,2017-18,Green Acres Elementary,Public,North Haven,New Haven,,,98.36,-1.0,1.64,,
1149,Arizona,2018-19,El Dorado Private,Private,Scottsdale,Maricopa,,,-1.0,-1.0,,,
1249,Minnesota,2017-18,Spring Prairie Elementary,,,Clay,,,-1.0,-1.0,,,
405,California,2018-19,Gates Street Elementary,Public,Los Angeles,Los Angeles,,119.0,99.0,98.0,,,
1050,Florida,2018-19,Westside Elementary,,,,Hernando,93.0,-1.0,94.62,3.225806452,,
733,Pennsylvania,2017,Rose Tree Elementary,,Media,,,55.0,98.2,-1.0,,,
33,Ohio,2018-19,Ccmt Catholic,Private,Toledo,Lucas,,38.0,100.0,100.0,,,
736,Massachusetts,2018-19,Curley K-8,Public,Jamaica Plain,Suffolk,,,93.0,-1.0,,,
37,Illinois,2018-19,Bradford Grade,,Bradford,Stark,,107.0,100.0,-1.0,,,
1690,New Jersey,,Doane Academy,,,Burlington,,11.0,-1.0,90.9,9.1,,
118,Texas,2018-19,Notre Dame Catholic Sch,,,Kerr,,,100.0,-1.0,,,
